34,"Пицца Глобус 4 сыра, 320 г",235.99 руб,за 1 шт.,https://online.globus.ru/products/pitstsa-globus-4-syra-320-g/,Без скидки
35,"Мороженое пломбир Пломбир Вологодский в вафельном стаканчике 15%, 100 г",77.99 руб,за 1 шт.,https://online.globus.ru/products/morozhenoe-plombir-vologodskoe-vafelnyy-stakanchik-15-100-g/,Без скидки
36,"Пангасиус свежемороженый, филе без кожи 420-780 г",28.99 руб,за 100 г,https://online.globus.ru/products/pangasius-file-zamorozhennoe-250-550-g/,Со скидкой
37,"Пицца La Trattoria Четыре сыра, 335 г",287.99 руб,за 1 шт.,https://online.globus.ru/products/pitstsa-la-trattoria-4-syra-335-g/,Без скидки
38,"Мороженое пломбир эскимо Свитлогорье Ванильный 15%, 80 г",91.99 руб,за 1 шт.,https://online.globus.ru/products/morozhenoe-plombir-eskimo-svitlogore-vanilnyy-15-80-g/,Без скидки
39,"Лосось свежемороженый, стейк, Чили, ~400 г, 1 кг",189.99 руб,за 100 г,https://online.globus.ru/products/losos-chili-steyk-svezhemorozhennaya/,Без скидки
40,"Креветки варёно-мороженые Дальний восток 50/70, 800 г",1 079.99 руб,за 1 шт.,https://online.globus.ru/products/krevetki-vareno-morozhenye-dalniy-vostok-50-70-800-g/,Без скидки
41,"Пельмени из мраморной говядины Мираторг Black Angus, 800 г",508.99 руб,за 1 шт.,https://online.globus.ru/products/pelmeni-iz-mramornoy-govyadiny-miratorg-black-angus-800-g/,Без скидки
42,"Чебурек Глобус с бараниной, 125 г",31.99 руб,за 1 шт.,https://online.globus.ru/products/cheburek-s-baraninoy-globus-125-g/,Со скидкой
43,"Смесь овощная быстрозамороженная Bonduelle Вок по-азиатски, 400 г",254.99 руб,за 1 шт.,https://online.globus.ru/products/ovoshchnaya-smes-bystrozamorozhennaya-bonduelle-vok-ovoshchi-po-aziatski-400-g/,Без скидки
44,"Наггетсы куриные Мираторг Классические, 300 г",145.99 руб,за 1 шт.,https://online.globus.ru/products/naggetsy-kurinye-miratorg-klassicheskie-300-g/,Со скидкой
45,"Треска замороженная, филе 400-900 г",61.99 руб,за 100 г,https://online.globus.ru/products/treska-file-zamorozhennoe-700-900-g/,Со скидкой
46,"Вишня быстрозамороженная Icestar, 400 г",175.99 руб,за 1 шт.,https://online.globus.ru/products/vishnya-bystrozamorozhennaya-icestar-400-g/,Без скидки
47,"Зубатка замороженная, стейк 350-450 г",42.19 руб,за 100 г,https://online.globus.ru/products/zubatka-steyk-zamorozhennaya-350-450-g/,Без скидки
,Название,Цена,Граммовка,Ссылка,Скидка
0,"Кальмар командорский однократной заморозки Borealis тушка, 500 г",499.99 руб,за 1 шт.,https://online.globus.ru/products/kalmar-file-borealis-komandorskiy-odnokratnoy-zamorozki-500-g/,Без скидки
1,"Мороженое пломбир Чистая Линия Ванильный в вафельном стаканчике, 80 г",91.99 руб,за 1 шт.,https://online.globus.ru/products/morozhenoe-plombir-chistaya-liniya-vanilnyy-v-vafelnom-stakanchike-80-g/,Без скидки
2,"Капуста брокколи свежемороженая, 1 кг",265.99 руб,за 1 кг,https://online.globus.ru/products/kapusta-brokkoli-svezhemorozhenaya-1-kg/,Без скидки
3,"Мороженое сорбет Amore Экзотическая маракуйя, 300 мл",431.99 руб,за 1 шт.,https://online.globus.ru/products/sorbet-amore-ekzoticheskaya-marakuyya-300-ml/,Без скидки
4,"Пельмени Останкинские Традиционные, 500 г",114.99 руб,за 1 шт.,https://online.globus.ru/products/pelmeni-traditsionnye-ostankinskie-500-g/,Без скидки
5,"Цветная капуста свежемороженая, 1 кг",183.99 руб,за 1 кг,https://online.globus.ru/products/tsvetnaya-kapusta-svezhemorozhenaya-1-kg/,Без скидки
6,"Мороженое пломбир Коровка из Кореновки Шоколадный в вафельном стаканчике, 100 г",62.99 руб,за 1 шт.,https://online.globus.ru/products/morozhenoe-plombir-korovka-iz-korenovki-shokoladnoe-v-vafelnom-stakanchike-100-g/,Со скидкой
7,"Мороженое пломбир Чистая Линия Московская лакомка Ванильная во взбитой шоколадной глазури, 80 г",147.99 руб,за 1 шт.,https://online.globus.ru/products/morozhenoe-plombir-chistaya-liniya-moskovskaya-lakomka-vanilnaya-vo-vzbitoy-shokoladnoy-glazuri-80-g/,Без скидки
8,"Треугольники лососевые замороженные в панировке, 1 кг",275.99 руб,за 1 кг,https://online.globus.ru/products/treugolniki-lososevye-zamorozhennye-v-panirovke-1-kg/,Со скидкой
9,"Блинчики Морозко с мясом, 420 г",89.99 руб,за 1 шт.,https://online.globus.ru/products/blinchiki-s-myasom-morozko-420-g/,Со скидкой
10,"Тесто бездрожжевое Цезарь Premium слоёное со сливочным маслом, 400 г",89.99 руб,за 1 шт.,https://online.globus.ru/products/testo-sloenoe-bezdrozhzhevoe-tsezar-premium-so-slivochnym-maslom-400-g/,Со скидкой
11,"Мороженое сливочное эскимо Магнат Шоколадный трюфель, 72 г",79.99 руб,за 1 шт.,https://online.globus.ru/products/eskimo-slivochnoe-magnat-shokoladnyy-tryufel-72-g/,Со скидкой
12,"Чебупицца Горячая штучка Пепперони, 250 г",179.99 руб,за 1 шт.,https://online.globus.ru/products/chebupitstsa-pepperoni-goryachaya-shtuchka-250-g/,Без скидки
13,"Горошек зелёный быстрозамороженный Hortex, 400 г",99.99 руб,за 1 шт.,https://online.globus.ru/products/zelyenyy-goroshek-bystrozamorozhennyy-hortex-400-g/,Со скидкой
14,"Картофель для жарки Морозко Green, 450 г",79.99 руб,за 1 шт.,https://online.globus.ru/products/kartofel-dlya-zharki-450-g/,Со скидкой
15,"Хинкали Кафе Хинкальная со свининой и говядиной, 750 г",435.99 руб,за 1 шт.,https://online.globus.ru/products/khinkali-kafe-khinkalnaya-so-svininoy-i-govyadinoy-750-g/,Без скидки
16,"Тесто бездрожжевое Морозко слоёное в пластинах, 400 г",109.99 руб,за 1 шт.,https://online.globus.ru/products/testo-morozko-sloenoe-bezdrozhzhevoe-400-g/,Без скидки
17,"Пельмени Цезарь Отборные с мраморной говядиной, 700 г",239.99 руб,за 1 шт.,https://online.globus.ru/products/pelmeni-otbornye-tsezar-s-mramornoy-govyadinoy-700-g/,Со скидкой
18,"Капуста брокколи быстрозамороженная Icestar, 400 г",146.99 руб,за 1 шт.,https://online.globus.ru/products/kapusta-brokkoli-icestar-bystrozamorozhennaya-400-g/,Без скидки
19,"Клубника быстрозамороженная, 1 кг",290.99 руб,за 1 кг,https://online.globus.ru/products/klubnika-bystrozamorozhennaya-1-kg/,Без скидки
20,"Мороженое пломбир Пломбир Вологодский с крошкой из молочного шоколада в вафельном стаканчике 15%, 100 г",79.99 руб,за 1 шт.,https://online.globus.ru/products/morozhenoe-plombir-vologodskiy-s-kroshkoy-iz-molochnogo-shokolada-v-vafelnom-stakanchike-15-100-g/,Без скидки
21,"Креветки королевские варёно-мороженые, очищенные с хвостом 41/50, 1 кг",1 622.99 руб,за 1 кг,https://online.globus.ru/products/krevetki-korolevskie-vareno-morozhenye-ochishchennye-1-kg/,Без скидки
22,"Мороженое сливочное Баскин Роббинс Бейсбольный орешек, 1 л",719.99 руб,за 1 шт.,https://online.globus.ru/products/morozhenoe-baskin-robbins-beysbolnyy-oreshek-1000-ml/,Без скидки
23,"Порции филе хека замороженные Vici Приорити в панировке, 300 г",307.99 руб,за 1 шт.,https://online.globus.ru/products/portsii-file-kheka-zamorozhennye-vici-prioriti-v-panirovke-300-g/,Без скидки
24,"Наггетсы куриные Мираторг хрустящие, 300 г",145.99 руб,за 1 шт.,https://online.globus.ru/products/naggetsy-kurinye-miratorg-khrustyashchie-300-g/,Со скидкой
25,"Пельмени Сибирская коллекция Русские, 700 г",382.99 руб,за 1 шт.,https://online.globus.ru/products/pelmeni-russkie-sibirskaya-kollektsiya-700-g/,Со скидкой
26,"Мороженое пломбир Чистая Линия ванильный с шоколадной крошкой 12%, 80 г",151.99 руб,за 1 шт.,https://online.globus.ru/products/morozhenoe-plombir-chistaya-liniya-vanilnyy-s-shokoladnoy-kroshkoy-12-80-g/,Без скидки
27,"Треска атлантическая замороженная Borealis филе без кожи, 600 г",781.99 руб,за 1 шт.,https://online.globus.ru/products/treska-atlanticheskaya-zamorozhennaya-borealis-file-bez-kozhi-600-g/,Без скидки
28,"Фруктовый лёд Paleta Маракуйя, манго и семена чиа, 70 г",89.99 руб,за 1 шт.,https://online.globus.ru/products/fruktovyy-led-paleta-iz-marakuyi-mango-i-semyan-chia-70-g/,Со скидкой
29,"Смесь овощная Мираторг Мексиканская отборные овощи, 400 г",164.99 руб,за 1 шт.,https://online.globus.ru/products/smes-meksikanskaya-vitamin-otbornye-ovoshchi-400-g/,Без скидки
30,"Тилапия замороженная, филе 100-170 г",52.99 руб,за 100 г,https://online.globus.ru/products/tilapiya-file-morozhenoe-1-kg/,Без скидки
31,"Мороженое сливочное Петрохолод Ленинградское Ванильное в шоколадной глазури, 80 г",59.99 руб,за 1 шт.,https://online.globus.ru/products/morozhenoe-slivochnoe-leningradskoe-vanilnoe-v-shokoladnoy-glazuri-80-g/,Без скидки
32,"Пельмени из свежего мяса Цезарь Гордость Сибири, 800 г",559.99 руб,за 1 шт.,https://online.globus.ru/products/pelmeni-iz-svezhego-myasa-gordost-sibiri-tsezar-800-g/,Без скидки
33,"Круассаны для выпечки замороженные La Reine, 420 г",152.99 руб,за 1 шт.,https://online.globus.ru/products/kruassany-dlya-vypechki-la-reine-zamorozhennye-420-g/,Без скидки
34,"Кальмар замороженный неочищенный, тушка, 1 кг",449.99 руб,за 1 кг,https://online.globus.ru/products/kalmar-zamorozhennyy-tushka-1-kg/,Без скидки
35,"Овощи по-деревенски Vитамин, 400 г",138.99 руб,за 1 шт.,https://online.globus.ru/products/ovoshchi-po-derevenski-vitamin-400-g/,Без скидки
36,"Мороженое пломбир Айсберри Филёвское Ванильное, 450 г",229.99 руб,за 1 шт.,https://online.globus.ru/products/morozhenoe-plombir-filevskiy-aysberri-vanilnyy-450-g/,Со скидкой
37,"Грибы белые быстрозамороженные Всегда пожалуйста! резаные, 300 г",312.99 руб,за 1 шт.,https://online.globus.ru/products/griby-belye-vsegda-pozhaluysta-rezanye-300-g/,Без скидки
38,"Чебурек Глобус с говядиной и свининой, 125 г",29.99 руб,за 1 шт.,https://online.globus.ru/products/cheburek-s-govyadinoy-i-svininoy-globus-125-g/,Со скидкой
39,"Мороженое пломбир эскимо Свитлогорье двухслойное 15%, 80 г",91.99 руб,за 1 шт.,https://online.globus.ru/products/morozhenoe-plombir-eskimo-svitlogore-dvukhsloynoe-15-80-g/,Без скидки
40,"Пельмени Caesar Extra с говядиной и свининой, 700 г",155.99 руб,за 1 шт.,https://online.globus.ru/products/pelmeni-caesar-extra-s-govyadinoy-i-svininoy-700-g/,Со скидкой
41,"Пицца La Trattoria Ассорти, 335 г",286.99 руб,за 1 шт.,https://online.globus.ru/products/pitstsa-assorti-la-trattoria-335-g/,Без скидки
42,"Бульмени Горячая штучка со сливочным маслом, 430 г",171.99 руб,за 1 шт.,https://online.globus.ru/products/bulmeni-so-slivochnym-maslom-goryachaya-shtuchka-430-g/,Без скидки
43,"Пельмени У Палыча с говядиной и свининой, 800 г",592.99 руб,за 1 шт.,https://online.globus.ru/products/pelmeni-u-palycha-s-govyadinoy-i-svininoy-800-g/,Без скидки
44,"Блинчики быстрозамороженные С пылу С жару с творогом, 360 г",92.99 руб,за 1 шт.,https://online.globus.ru/products/blinchiki-bystrozamorozhennye-s-pylu-s-zharu-s-tvorogom-360-g/,Со скидкой
45,"Мороженое Колибри Сливочное в рожке, 100 г",31.99 руб,за 1 шт.,https://online.globus.ru/products/morozhenoe-rozhok-kolibri-slivochnyy-100-g/,Без скидки
46,"Фасоль стручковая быстрозамороженная Icestar, 400 г",89.99 руб,за 1 шт.,https://online.globus.ru/products/fasol-struchkovaya-icestar-bystrozamorozhennaya-400-g/,Со скидкой
47,"Мороженое пломбир Чистая Линия Крем-брюле Семейное 12%, 200 г",230.99 руб,за 1 шт.,https://online.globus.ru/products/morozhenoe-plombir-chistaya-liniya-krem-bryule-12-200-g/,Без скидки
,Название,Цена,Граммовка,Ссылка,Скидка
0,"Мороженое щербет Чистая Линия Ice Gravity Чёрная смородина, 270 г",369.99 руб,за 1 шт.,https://online.globus.ru/products/morozhenoe-shcherbet-chistaya-liniya-ice-gravity-chyernaya-smorodina-270-g/,Со скидкой
1,"Смесь овощная замороженная Hortex Гавайская, 400 г",152.99 руб,за 1 шт.,https://online.globus.ru/products/smes-gavayskaya-hortex-zamorozhennaya-400-g/,Без скидки
2,"Камбала замороженная без головы, Мурманск 350-450 г",49.39 руб,за 100 г,https://online.globus.ru/products/kambala-bez-golovy-zamorozhennaya-350-450-g/,Без скидки
3,"Минтай замороженный, филе 150-250 г",40.99 руб,за 100 г,https://online.globus.ru/products/mintay-file-zamorozhennyy-150-250-g/,Без скидки
4,"Пицца Zotman pizza Пепперони, 400 г",415.99 руб,за 1 шт.,https://online.globus.ru/products/pitstsa-zotman-pizza-pepperoni-400-g/,Без скидки
5,"Мороженое пломбир Айст-Бел Беларускi пламбiр с ароматом Ванили и изюмом в вафельном стаканчике, 80 г",82.99 руб,за 1 шт.,https://online.globus.ru/products/morozhenoe-v-vafelnom-stakanchike-belaruski-plambir-ayst-bel-s-aromatom-vanili-i-izyumom-80-g/,Без скидки
6,"Наггетсы куриные Мираторг с сыром, 300 г",189.99 руб,за 1 шт.,https://online.globus.ru/products/naggetsy-kurinye-miratorg-s-syrom-300-g/,Без скидки
7,"Креветки королевские сыромороженные Agama очищенные размер 8, 850 г",2 066.99 руб,за 1 шт.,https://online.globus.ru/products/krevetki-korolevskie-syromorozhennye-agama-ochishchennye-razmer-8-850-g/,Без скидки
8,"Мороженое сливочное Snickers с арахисом в шоколаде, карамелью и какаосодержащей прослойкой 8,5%, 340 г",505.99 руб,за 1 шт.,https://online.globus.ru/products/morozhenoe-slivochnoe-snickers-s-arakhisom-v-shokolade-karamelyu-i-kakaosoderzhashchey-prosloykoy-8-5-340-g/,Без скидки
9,"Пельмени из свежего мяса Цезарь Премиум, 600 г",472.99 руб,за 1 шт.,https://online.globus.ru/products/pelmeni-tsezar-premium-600-g/,Без скидки
10,"Мясо мидий варёно-мороженое, 1 кг",419.99 руб,за 1 кг,https://online.globus.ru/products/myaso-midiy-vareno-morozhenoe-1-kg/,Без скидки
11,"Фасоль стручковая быстрозамороженная, 1 кг",174.99 руб,за 1 кг,https://online.globus.ru/products/fasol-struchkovaya-bystrozamorozhennaya-1-kg/,Без скидки
12,"Манты от Ильиной, ручной работы, 360 г",226.99 руб,за 1 шт.,https://online.globus.ru/products/manty-ruchnoy-raboty-ot-ilinoy-360-g/,Без скидки
13,"Мороженое сливочное Баскин Роббинс Джамока с миндалём, 1 л",700.99 руб,за 1 шт.,https://online.globus.ru/products/morozhenoe-baskin-robbins-dzhamoka-s-mindalyem-1000-ml/,Без скидки
14,Молоки лососевых рыб замороженные 350-800 г,28.19 руб,за 100 г,https://online.globus.ru/products/moloki-lososevykh-ryb-zamorozhennye-1-upakovka-/,Без скидки
15,"Мороженое пломбир Пломбир Вологодский на варёном сгущённом молоке в вафельном стаканчике 15%, 100 г",80.99 руб,за 1 шт.,https://online.globus.ru/products/morozhenoe-plombir-vologodskiy-na-varenom-sgushchennom-moloke-100-g/,Без скидки
16,"Лососевые рыбы свежемороженые, хвостовая часть, 1 кг",139.99 руб,за 100 г,https://online.globus.ru/products/lososevye-ryby-svezhemorozhenye-khvostovaya-chast-250-700-g/,Без скидки
17,"Мороженое пломбир из свежайших сливок Коровка из Кореновки, 400 г",299.99 руб,за 1 шт.,https://online.globus.ru/products/morozhenoe-plombir-korovka-iz-korenovki-iz-slivok-vanil-400-g/,Без скидки
18,"Рыбные порции из филе замороженные Vici Приорити в панировке с семенами, 300 г",267.99 руб,за 1 шт.,https://online.globus.ru/products/rybnye-portsii-iz-file-zamorozhennye-vici-prioriti-v-panirovke-s-semenami-300-g/,Без скидки
19,"Мороженое пломбир Чистая Линия Шоколадный, 200 г",230.99 руб,за 1 шт.,https://online.globus.ru/products/morozhenoe-plombir-shokoladnyy-chistaya-liniya-200-g/,Без скидки
20,"Креветки варено-мороженые Vici Любо есть очищенные 200/300, 500 г",745.99 руб,за 1 шт.,https://online.globus.ru/products/krevetki-vareno-morozhenye-ochishchennye-vici-200-300-500-g/,Без скидки
21,"Пельмени Глобус Домашние, 900 г",462.99 руб,за 1 шт.,https://online.globus.ru/products/pelmeni-domashnie-globus-900-g/,Со скидкой
22,"Мороженое сливочное Глобус Шоколадное 9 %, 700 г",419.99 руб,за 1 шт.,https://online.globus.ru/products/morozhenoe-slivochnoe-shokoladnoe-8-9-700-g/,Без скидки
23,"Зразы картофельные от Ильиной с мясом, ручной работы, 500 г",193.99 руб,за 1 шт.,https://online.globus.ru/products/zrazy-kartofelnye-ot-ilinoy-s-myasom-ruchnoy-raboty-500-g/,Без скидки
24,"Креветки варёно-мороженые Polar северные 90/120, 500 г",604.99 руб,за 1 шт.,https://online.globus.ru/products/krevetki-severnye-90-120-polar-varyeno-morozhenye-500-g/,Без скидки
25,"Пельмени Мираторг Домашние, 800 г",279.99 руб,за 1 шт.,https://online.globus.ru/products/pelmeni-domashnie-miratorg-800-g/,Со скидкой
26,"Мороженое Лекарство для Карлсона Крем Брюле в вафельном стаканчике, 70 г",38.99 руб,за 1 шт.,https://online.globus.ru/products/morozhenoe-lekarstvo-dlya-karlsona-krem-bryule-v-vafelnom-stakanchike-70-g/,Без скидки
27,"Смородина чёрная Планета Витаминов, 300 г",259.99 руб,за 1 шт.,https://online.globus.ru/products/smorodina-chyernaya-planeta-vitaminov-300-g/,Без скидки
28,"Блинчики С пылу С жару с вишней, 360 г",142.99 руб,за 1 шт.,https://online.globus.ru/products/blinchiki-s-pylu-s-zharu-s-vishney-360-g/,Без скидки
29,"Креветки королевские варёно-мороженые Vici очищенные с хвостиком 41/50, 1 кг",1 499.99 руб,за 1 шт.,https://online.globus.ru/products/krevetki-korolevskie-vici-vareno-morozhenye-ochishchennye-s-khvostikom-41-50-1-kg/,Со скидкой
30,"Пельмени Мясной дворик Аппетитные Халяль из мраморного мяса, 900 г",490.99 руб,за 1 шт.,https://online.globus.ru/products/pelmeni-appetitnye-myasnoy-dvorik-khalyal-iz-mramornogo-myasa-900-g/,Без скидки
31,"Мороженое пломбир Чистая Линия Ванильный в вафельном рожке 12%, 110 г",140.99 руб,за 1 шт.,https://online.globus.ru/products/morozhenoe-plombir-chistaya-liniya-vanilnyy-v-vafelnom-rozhke-12-110-g/,Без скидки
32,"Цветная капуста быстрозамороженная Hortex, 400 г",158.99 руб,за 1 шт.,https://online.globus.ru/products/kapusta-tsvetnaya-hortex-bystrozamorozhennaya-400-g/,Без скидки
33,"Капуста брюссельская быстрозамороженная Icestar, 400 г",105.99 руб,за 1 шт.,https://online.globus.ru/products/kapusta-bryusselskaya-icestar-bystrozamorozhennaya-400-g/,Со скидкой
34,"Кордон блю Мираторг с ветчиной и сыром, 405 г",284.99 руб,за 1 шт.,https://online.globus.ru/products/kordon-blyu-s-vetchinoy-i-syrom-miratorg-405-g/,Без скидки
35,"Блинчики Сибирская коллекция Selective с мраморной говядиной, 400 г",501.99 руб,за 1 шт.,https://online.globus.ru/products/blinchiki-sibirskaya-kollektsiya-selective-s-mramornoy-govyadinoy-400-g/,Без скидки
36,"Мидии варёно-мороженые Vici Любо есть, 400 г",199.99 руб,за 1 шт.,https://online.globus.ru/products/midii-vici-lyubo-est-vareno-morozhenye-400-g/,Со скидкой
37,"Пельмени Farn Premium с говядиной, 800 г",839.99 руб,за 1 шт.,https://online.globus.ru/products/pelmeni-farn-premium-s-govyadinoy-800-g/,Без скидки
38,"Мороженое пломбир Чистая Линия Шоколадный в вафельном стаканчике, 80 г",108.99 руб,за 1 шт.,https://online.globus.ru/products/morozhenoe-plombir-chistaya-liniya-shokoladnyy-v-vafelnom-stakanchike-80-g/,Без скидки
39,"Пицца Zotman pizza Маргарита, 390 г",315.99 руб,за 1 шт.,https://online.globus.ru/products/pitstsa-zotman-pizza-margarita-390-g/,Со скидкой
40,"Кальмар замороженный, филе, 1 кг",399.99 руб,за 1 кг,https://online.globus.ru/products/kalmar-file-zamorozhennyy-1-kg/,Со скидкой
41,"Мороженое молочное щербет Айсберри Филёвское Смородина, 80 г",40.99 руб,за 1 шт.,https://online.globus.ru/products/morozhenoe-filevskoe-shcherbet-aysberri-smorodina-80-g/,Без скидки
42,"Мороженое пломбир Айсберри Филёвское пралине с грецким орехом и мягкой карамелью, 550 г",325.99 руб,за 1 шт.,https://online.globus.ru/products/morozhenoe-plombir-aysberri-filevskoe-praline-550-g/,Со скидкой
43,"Мороженое пломбир Чистая Линия Московская лакомка Шоколадная, 80 г",155.99 руб,за 1 шт.,https://online.globus.ru/products/morozhenoe-plombir-chistaya-liniya-moskovskaya-lakomka-shokoladnaya-80-g/,Без скидки
44,"Мороженое пломбир эскимо Свитлогорье Золотая ириска, 80 г",91.99 руб,за 1 шт.,https://online.globus.ru/products/morozhenoe-plombir-svitlogore-zolotaya-iriska-80-g/,Без скидки
45,"Горбуша замороженная, филе 300-500 г",54.59 руб,за 100 г,https://online.globus.ru/products/gorbusha-file-zamorozhennaya-0-3-0-5-kg/,Без скидки
46,"Чебурек Сытоедов с говядиной и свининой, 125 г",43.99 руб,за 1 шт.,https://online.globus.ru/products/cheburek-s-govyadinoy-i-svininoy-chebureche-125-g/,Без скидки
47,"Пельмени Сибирская коллекция Новосибирские, 700 г",577.99 руб,за 1 шт.,https://online.globus.ru/products/pelmeni-novosibirskie-sibirskaya-kollektsiya-gourmet-700-g/,Без скидки
,Название,Цена,Граммовка,Ссылка,Скидка
0,"Хотстеры Горячая штучка Сосиски в тесте, 250 г",183.99 руб,за 1 шт.,https://online.globus.ru/products/khotstery-sosiski-v-teste-goryachaya-shtuchka-250-g/,Без скидки
1,"Пельмени Цезарь Русские, 800 г",524.99 руб,за 1 шт.,https://online.globus.ru/products/pelmeni-russkie-tsezar-800-g/,Без скидки
2,"Филе минтая замороженное мини в кляре, 1 кг",427.99 руб,за 1 кг,https://online.globus.ru/products/file-mintaya-zamorozhennoe-mini-v-klyare-1-kg/,Без скидки
3,"Блинчики замороженные Морозко с мясом, 1 кг",226.99 руб,за 1 кг,https://online.globus.ru/products/blinchiki-zamorozhennye-morozko-s-myasom-1-kg/,Без скидки
4,"Десерт ягодный Бон Пари Кошмарики, 59 г",93.99 руб,за 1 шт.,https://online.globus.ru/products/desert-yagodnyy-bon-pari-koshmariki-59-g/,Без скидки
5,"Судак замороженный, филе 100-300 г",561.99 руб,за 1 кг,https://online.globus.ru/products/sudak-zamorozhennyy-file-100-300-g/,Без скидки
6,"Пельмени Большая ложка с говядиной, 800 г",450.99 руб,за 1 шт.,https://online.globus.ru/products/pelmeni-s-govyadinoy-bolshaya-lozhka-800-g/,Без скидки
7,"Пицца La Trattoria Пепперони, 335 г",169.99 руб,за 1 шт.,https://online.globus.ru/products/pitstsa-pepperoni-la-trattoria-335-g/,Со скидкой
8,"Смесь овощная Морозко Green Гавайская, 400 г",127.99 руб,за 1 шт.,https://online.globus.ru/products/smes-ovoshchnaya-morozko-green-gavayskaya-400-g/,Без скидки
9,"Креветки королевские варёно-мороженые Agama очищенные, 300 г",701.99 руб,за 1 шт.,https://online.globus.ru/products/krevetki-korolevskie-agama-vareno-morozhenye-ochishchennye-300-g/,Без скидки
10,"Лойн трески замороженный Agama, 400 г",569.99 руб,за 1 шт.,https://online.globus.ru/products/treska-loyn-agama-zamorozhennaya-400-g/,Со скидкой
11,"Тесто дрожжевое Морозко слоёное в пластинах, 400 г",126.99 руб,за 1 шт.,https://online.globus.ru/products/testo-morozko-sloenoe-drozhzhevoe-400-g/,Без скидки
12,"Мороженое пломбир Золотой Стандарт Классический с шоколадной крошкой 12%, 400 г",287.99 руб,за 1 шт.,https://online.globus.ru/products/morozhenoe-plombir-zolotoy-standart-klassicheskiy-s-shokoladnoy-kroshkoy-400-g/,Без скидки
13,"Вареники от Ильиной с вишней, 450 г",225.99 руб,за 1 шт.,https://online.globus.ru/products/vareniki-ruchnoy-raboty-ot-ilinoy-s-vishney-450-g/,Без скидки
14,"Мороженое смузи Paleta из мякоти отборного индийского манго, 70 г",129.99 руб,за 1 шт.,https://online.globus.ru/products/morozhenoe-smuzi-paleta-iz-myakoti-otbornogo-indiyskogo-mango-70-g/,Без скидки
15,"Мороженое пломбир Чистая Линия Ванильный, 450 г",395.99 руб,за 1 шт.,https://online.globus.ru/products/morozhenoe-plombir-chistaya-liniya-vanilnyy-450-g/,Без скидки
16,"Мороженое пломбир Коровка из Кореновки Ванильный с шоколадной крошкой и Шоколадный, 400 г",341.99 руб,за 1 шт.,https://online.globus.ru/products/morozhenoe-plombir-korovka-iz-korenovki-vanilnyy-s-shokoladnoy-kroshkoy-400-g/,Без скидки
17,"Десерт фруктовый взбитый замороженный сорбет My Gelato Манго-имбирь, 300 г",449.99 руб,за 1 шт.,https://online.globus.ru/products/desert-fruktovyy-vzbityy-zamorozhennyy-sorbet-my-gelato-mango-imbir-300-g/,Со скидкой
18,"Мороженое Пломбир Вологодский с крошкой из молочного шоколада, 250 г",195.99 руб,за 1 шт.,https://online.globus.ru/products/morozhenoe-plombir-vologodskiy-s-kroshkoy-iz-molochnogo-shokolada-250-g/,Без скидки
19,"Киноа Vитамин с овощами и базиликом, 400 г",230.99 руб,за 1 шт.,https://online.globus.ru/products/kinao-vitamin-s-ovoshchami-i-bazilikom-400-g/,Без скидки
20,"Рыбные палочки замороженные Vici Любо есть в панировке, 500 г",252.99 руб,за 1 шт.,https://online.globus.ru/products/rybnye-palochki-lyubo-est-vici-v-panirovke-zamorozhennye-500-g/,Без скидки
21,"Мороженое сливочное Глобус Лесная ягода 9%, 750 г",419.99 руб,за 1 шт.,https://online.globus.ru/products/morozhenoe-slivochnoe-lesnaya-yagoda-9-5-750-g/,Без скидки
22,"Блинчики быстрозамороженные Останкино с куриным мясом, 420 г",132.99 руб,за 1 шт.,https://online.globus.ru/products/blinchiki-bystrozamorozhennye-ostankino-s-kurinym-myasom-420-g/,Без скидки
23,"Блинчики быстрозамороженные С пылу С жару с ветчиной и сыром, 360 г",109.99 руб,за 1 шт.,https://online.globus.ru/products/blinchiki-bystrozamorozhennye-s-pylu-s-zharu-s-vetchinoy-i-syrom-360-g/,Со скидкой
24,"Бульмени Горячая штучка с говядиной и свининой большие, 900 г",347.99 руб,за 1 шт.,https://online.globus.ru/products/bulmeni-s-govyadinoy-i-svininoy-goryachaya-shtuchka-bolshie-900-g/,Без скидки
25,"Мороженое пломбир Глобус Клубничный, 70 г",59.99 руб,за 1 шт.,https://online.globus.ru/products/morozhenoe-plombir-globus-klubnichnyy-70-g/,Без скидки
26,"Мороженое пломбир Глобус Ванильный, 70 г",59.99 руб,за 1 шт.,https://online.globus.ru/products/morozhenoe-plombir-globus-vanilnyy-70-g/,Без скидки
27,"Мороженое пломбир эскимо Глобус Ванильный в шоколаде, 80 г",72.99 руб,за 1 шт.,https://online.globus.ru/products/morozhenoe-eskimo-globus-plombir-vanilnyy-v-shokolade-80-g/,Без скидки
28,"Мороженое пломбир Глобус с ароматом Ванили в вафельном стаканчике 15%, 70 г",49.99 руб,за 1 шт.,https://online.globus.ru/products/morozhenoe-plombir-v-vafelnom-stakanchike-globus-s-aromatom-vanili-15-70-g/,Без скидки
29,"Мороженое пломбир Глобус Шоколадный в вафельном стаканчике 15%, 70 г",49.99 руб,за 1 шт.,https://online.globus.ru/products/morozhenoe-plombir-v-vafelnom-stakanchike-globus-shokoladnyy-15-70-g/,Без скидки
